ID,duration,wav,spk_id,wrd,lang
Capotes_à_un_Franc_-_elmanu_0,2.3198185939999973,jamendolyrics/Capotes_à_un_Franc_-_elmanu_0.wav,Capotes_à_un_Franc_-_elmanu_0_french,SALUT MON GRAND COMMENT ÇA VA,fr
Capotes_à_un_Franc_-_elmanu_1,1.864852608,jamendolyrics/Capotes_à_un_Franc_-_elmanu_1.wav,Capotes_à_un_Franc_-_elmanu_1_french,ÇA F'SAIT LONGTEMPS QUE J'T'AVAIS PAS,fr
Capotes_à_un_Franc_-_elmanu_2,3.3639909289999963,jamendolyrics/Capotes_à_un_Franc_-_elmanu_2.wav,Capotes_à_un_Franc_-_elmanu_2_french,ENVOYÉ UNE PTITE LETTRE MAIS C'EST PAS ÉVIDENT,fr
Capotes_à_un_Franc_-_elmanu_3,2.243628118,jamendolyrics/Capotes_à_un_Franc_-_elmanu_3.wav,Capotes_à_un_Franc_-_elmanu_3_french,TU SAIS J'AI BEAU LEUR DEMANDER,fr
Capotes_à_un_Franc_-_elmanu_4,1.8510657599999971,jamendolyrics/Capotes_à_un_Franc_-_elmanu_4.wav,Capotes_à_un_Franc_-_elmanu_4_french,ILS FONT LA GUEULE AU PTT,fr
Capotes_à_un_Franc_-_elmanu_5,3.3792290250000008,jamendolyrics/Capotes_à_un_Franc_-_elmanu_5.wav,Capotes_à_un_Franc_-_elmanu_5_french,LE CODE POSTAL DU PARADIS N'EST PAS COURANT,fr
Capotes_à_un_Franc_-_elmanu_6,4.497414965999994,jamendolyrics/Capotes_à_un_Franc_-_elmanu_6.wav,Capotes_à_un_Franc_-_elmanu_6_french,MAIS JE ME DIS QUE MAINTENANT QUE LES CAPOTES SONT À UN FRANC,fr
Capotes_à_un_Franc_-_elmanu_7,3.3081179140000003,jamendolyrics/Capotes_à_un_Franc_-_elmanu_7.wav,Capotes_à_un_Franc_-_elmanu_7_french,J'VAIS EN GONFLER DIX À L'HÉLIUM POUR ACCROCHER,fr
Capotes_à_un_Franc_-_elmanu_8,4.574693877000001,jamendolyrics/Capotes_à_un_Franc_-_elmanu_8.wav,Capotes_à_un_Franc_-_elmanu_8_french,LA LETTRE QUE J'ÉCRIS À L'INSTANT QUI S'EN IRA AU GRÉ DU VENT,fr
Capotes_à_un_Franc_-_elmanu_9,3.367256236000003,jamendolyrics/Capotes_à_un_Franc_-_elmanu_9.wav,Capotes_à_un_Franc_-_elmanu_9_french,IL NE TE RESTERA PLUS QU'À LA RATTRAPER,fr
Capotes_à_un_Franc_-_elmanu_10,4.599002267000003,jamendolyrics/Capotes_à_un_Franc_-_elmanu_10.wav,Capotes_à_un_Franc_-_elmanu_10_french,TU SAIS T'AURAIS PAS DU CREVER LA VIE N'ÉTAIT PAS TERMINÉE,fr
Capotes_à_un_Franc_-_elmanu_11,3.444535148,jamendolyrics/Capotes_à_un_Franc_-_elmanu_11.wav,Capotes_à_un_Franc_-_elmanu_11_french,HIER ENCORE Y'AVAIT DES VAGUES ET PUIS DU VENT,fr
Capotes_à_un_Franc_-_elmanu_12,4.555102040999984,jamendolyrics/Capotes_à_un_Franc_-_elmanu_12.wav,Capotes_à_un_Franc_-_elmanu_12_french,ON AURAIT PU ALLER SURFER MAIS T'AS PRÉFÉRÉ TE CASSER,fr
Capotes_à_un_Franc_-_elmanu_13,3.3636281180000083,jamendolyrics/Capotes_à_un_Franc_-_elmanu_13.wav,Capotes_à_un_Franc_-_elmanu_13_french,DANS LE JARDIN D'ÉDEN DANS LE JARDIN DU TEMPS,fr
Capotes_à_un_Franc_-_elmanu_14,4.522448979000018,jamendolyrics/Capotes_à_un_Franc_-_elmanu_14.wav,Capotes_à_un_Franc_-_elmanu_14_french,MAIS TU TE DIS QUE MAINTENANT QUE LES CAPOTES SONT À UN FRANC,fr
Capotes_à_un_Franc_-_elmanu_15,3.440544217999985,jamendolyrics/Capotes_à_un_Franc_-_elmanu_15.wav,Capotes_à_un_Franc_-_elmanu_15_french,TON COEUR BATTRAIT PLUS FORT QUAND ARRIVE L'ÉTÉ,fr
